,sid,density,porosity,strength,length,width,depth,name_Basalt,name_Granite,name_Limestone,name_Marble,name_Sandstone,name_Slate,name_Trap,type_Artificial,type_Igneous,type_Metamorphic,type_Others,type_Sedimentary,quality_A,quality_B,quality_C,quality_D,quality_E,quality_F,quality_G,quality_H
2843,11008,-0.0304592074847086,0.6293706293706294,0.791666666666667,2.5139610179953102,1.01461475133681e-05,1.34547236659964,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2844,11011,0.00995033085316809,0.6468531468531469,0.625,2.53574446662119,0.0382384395679674,1.3787660946991,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2845,11013,0.00995033085316809,0.6503496503496506,0.48093956043677455,2.53377189186399,0.0309389898538446,1.3787660946991,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2846,11016,0.21511137961694501,0.6153846153846156,0.625,2.64386081328046,0.392268011950695,1.44220199305819,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2847,11017,0.131028262406404,0.6713286713286715,0.4583333333333339,2.5942243542145698,0.142310298196942,1.42791603581071,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2848,11023,0.21511137961694501,0.688811188811189,0.375,2.62488094968134,0.288312727774667,1.4609379041156598,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2849,11024,0.28517894223366197,0.7692307692307694,0.4583333333333339,2.63248931621764,0.325189313833992,1.5018527017541599,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2850,11029,0.0676586484738149,0.6643356643356644,0.48093956043677455,2.56124969497314,0.0505687411907752,1.3987168811184498,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2851,11033,0.0,0.6433566433566436,0.4583333333333339,2.5396850198400602,0.0186017601776621,1.37371557891303,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2852,11034,-0.0943106794712413,0.6678321678321681,0.4583333333333339,2.48596057893121,0.00534653344962476,1.34807314829969,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2853,11037,0.0582689081239758,0.6783216783216786,0.29166666666666696,2.5632011235952596,0.0462766092749019,1.4060969884160701,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2854,11044,-1.38629436111989,0.6678321678321681,0.4583333333333339,2.00249843945008,0.61204947173615,0.916290731874155,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2855,11047,-1.17118298150295,0.6153846153846156,0.375,2.0952326839757,0.916917337630218,0.982078472412158,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2856,11060,-1.04982212449868,0.6468531468531469,0.36666666666666714,2.1283796653792804,0.9769568029598791,1.02961941718116,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2858,11065,-1.07880966137193,0.7307692307692306,0.375,2.10713075057055,0.946960555513196,1.04731899428056,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2859,11070,-1.07880966137193,0.688811188811189,0.29166666666666696,2.11187120819429,0.9423892219226261,1.02961941718116,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2860,11072,0.00995033085316809,0.5944055944055944,0.791666666666667,2.5553864678361298,0.0344956169376145,1.3609765531356002,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2861,11080,0.0198026272961797,0.660839160839161,0.4583333333333339,2.5298221281347,0.0309389898538446,1.38128181929635,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2862,11089,0.13976194237515902,0.6748251748251748,0.375,2.59807621135332,0.142310298196942,1.4303112465366599,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2863,11091,0.00995033085316809,0.48601398601398604,0.791666666666667,2.57875939164553,0.0970580211797746,1.32707500145992,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2864,11100,0.2390169004705,0.6363636363636365,0.35000000000000053,2.6362852652928104,0.42173965099686694,1.45161382724053,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2865,11101,-0.19845093872383804,0.6398601398601398,0.375,2.45356882927706,-0.7426477844913291,1.30833281965018,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2866,11105,0.0198026272961797,0.6713286713286715,0.541666666666667,2.53377189186399,0.0382384395679674,1.38879124131848,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2867,11106,0.12221763272424901,0.6678321678321681,0.29166666666666696,2.57875939164553,0.149368730164784,1.4206957878372197,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2868,11108,0.0295588022415444,0.660839160839161,0.541666666666667,2.5475478405714,0.0214001321533567,1.38629436111989,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2869,11114,0.0198026272961797,0.48601398601398604,0.541666666666667,2.5768197453450297,0.202539668345054,1.33762918913861,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2870,11125,0.0953101798043249,0.6783216783216786,0.010848502601900734,2.5651510676761298,0.109218644605987,1.41585316336144,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2871,11126,0.0,0.6783216783216786,0.29166666666666696,2.5396850198400602,0.007517875500913109,1.38629436111989,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2872,11128,-0.4510924879113657,0.6993006993006994,0.29166666666666696,2.48596057893121,0.0232827646909243,1.35583515363518,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2873,11130,0.405465108108164,0.8251748251748252,0.20833333333333393,2.6551836094703503,0.44155047732737196,1.5432981099295602,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2874,11131,0.00995033085316809,0.6293706293706294,0.875,2.53574446662119,0.0113660532509012,1.3635373739972703,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2875,11134,0.0,0.6923076923076923,0.625,2.5219040425837003,0.00135470941921242,1.38128181929635,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2876,11140,0.0,0.6433566433566436,0.875,2.5219040425837003,0.00135470941921242,1.35840915763035,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2877,11145,-0.10536051565782599,0.653846153846154,0.4583333333333339,2.49198715887542,0.00186381167247565,1.34547236659964,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2878,11147,0.0295588022415444,0.6713286713286715,0.625,2.5396850198400602,0.0159959410793388,1.38629436111989,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2879,11148,0.10436001532424301,0.6083916083916086,0.541666666666667,2.60576284415908,0.186706202859276,1.4060969884160701,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2880,11153,0.00995033085316809,0.6573426573426573,0.7083333333333339,2.5377155080899,0.00934383641418747,1.37624402526639,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2881,11154,-0.0304592074847086,0.6958041958041961,0.375,2.51992063367083,0.0007188554339383611,1.38128181929635,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2882,11156,0.19062035960864998,0.7167832167832169,0.541666666666667,2.5942243542145698,0.11553464921519699,1.4445632692438701,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2883,11163,0.0392207131532813,0.6958041958041961,0.20833333333333393,2.53377189186399,0.042165960665753996,1.4011829736136399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2884,11164,0.0392207131532813,0.6853146853146856,0.48093956043677455,2.5475478405714,0.0186017601776621,1.39624469197306,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2885,11179,0.131028262406404,0.6713286713286715,0.375,2.57875939164553,0.163903458223266,1.42310833424261,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2886,11184,0.113328685307003,0.6713286713286715,0.29166666666666696,2.58456959666402,0.122004434838586,1.4206957878372197,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2887,11187,0.0,0.6468531468531469,0.375,2.5396850198400602,0.0159959410793388,1.37371557891303,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2889,11194,0.0,0.6783216783216786,0.375,2.53179778023443,0.00322443768186775,1.38128181929635,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2890,11198,0.0198026272961797,0.5944055944055944,0.541666666666667,2.56124969497314,0.0462766092749019,1.3660916538023702,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2891,11200,-0.0512932943875506,0.660839160839161,0.375,2.5119713374160897,0.00445756409287337,1.3660916538023702,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2892,11205,0.12221763272424901,0.6643356643356644,0.4583333333333339,2.58069758011279,0.186706202859276,1.42310833424261,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2893,11207,0.00995033085316809,0.7366397801519644,0.625,2.5377155080899,0.0382384395679674,1.37624402526639,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2894,11211,0.13976194237515902,0.5804195804195806,0.541666666666667,2.6191601707417598,0.26153131254832895,1.4060969884160701,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2895,11215,0.207014169384326,0.6923076923076923,0.48093956043677455,2.59807621135332,0.26153131254832895,1.44926916028128,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2897,11223,-0.10536051565782599,0.7167832167832169,0.29166666666666696,2.47790233867277,0.0407192568705756,1.35583515363518,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2898,11227,-0.186329578191493,0.660839160839161,0.375,2.45560583156173,0.0533969442453387,1.31908561142644,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2899,11229,0.0198026272961797,0.5524475524475523,0.541666666666667,2.57293606605372,0.149368730164784,1.3635373739972703,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2900,11233,-0.4510924879113657,0.6573426573426573,0.29166666666666696,2.49198715887542,0.0203623035320583,1.34025042261848,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2901,11237,0.0861776962410524,0.6573426573426573,0.4583333333333339,2.5632011235952596,0.0970580211797746,1.4036429994545,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2902,11245,0.0953101798043249,0.723776223776224,0.7083333333333339,2.5709920264364903,0.0275699809200697,1.42551507427317,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2903,11258,0.10436001532424301,0.6713286713286715,0.375,2.5651510676761298,0.13539493734069,1.41585316336144,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2904,11271,-0.0618754037180875,0.6503496503496506,0.4583333333333339,2.5079872407968904,0.0007188554339383611,1.35583515363518,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2905,11273,0.00995033085316809,0.7622377622377623,0.625,2.51793566240283,0.000537462152879562,1.4060969884160701,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2906,11283,0.19885085874516503,0.6118881118881119,0.7083333333333339,2.63248931621764,0.325189313833992,1.4303112465366599,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2907,11286,0.0,0.548951048951049,0.625,2.54950975679639,0.0855420189633044,1.34547236659964,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2908,11289,-0.10536051565782599,0.6748251748251748,0.625,2.46779253585061,0.0176336910566951,1.33762918913861,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2909,11296,0.2390169004705,0.7027972027972031,0.4583333333333339,2.6229754097208,0.279296120352547,1.4655675420143999,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2910,11301,0.431782416425538,0.6643356643356644,0.7083333333333339,2.7055498516937404,0.80767624147736,1.51732262352629,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2911,11303,0.0392207131532813,0.5769230769230769,0.0,2.5826343140289905,0.0855420189633044,1.3711807233098399,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2912,11308,0.0198026272961797,0.7366397801519644,0.25833333333333375,2.5298221281347,0.0243899376949438,1.39128190263093,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2913,11314,0.13976194237515902,0.6713286713286715,0.7083333333333339,2.58650343127551,0.13539493734069,1.42310833424261,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2915,11316,0.207014169384326,0.6573426573426573,0.375,2.62106848441623,0.252790217852491,1.44220199305819,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2916,11320,0.207014169384326,0.6958041958041961,0.625,2.61725046566048,0.244148003773425,1.45628673293993,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2917,11323,-0.4510924879113657,0.6678321678321681,0.541666666666667,2.5475478405714,0.0596905158563365,1.39624469197306,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2918,11325,0.113328685307003,0.5804195804195806,0.541666666666667,2.61151297144012,0.21884900690666,1.3987168811184498,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2919,11326,0.0198026272961797,0.6713286713286715,0.4583333333333339,2.53574446662119,0.042165960665753996,1.39128190263093,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2920,11331,0.231111720963387,0.6573426573426573,0.541666666666667,2.6229754097208,0.34406196898714697,1.44926916028128,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2921,11337,0.00995033085316809,0.723776223776224,0.4583333333333339,2.5298221281347,0.00445756409287337,1.4011829736136399,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2922,11342,0.00995033085316809,0.6118881118881119,1.0,2.54558441227157,0.0275699809200697,1.3635373739972703,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2923,11345,0.00995033085316809,0.5174825174825173,0.541666666666667,2.57875939164553,0.0970580211797746,1.3428648031925499,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2924,11346,0.00995033085316809,0.6818181818181819,0.541666666666667,2.53377189186399,0.0113660532509012,1.38629436111989,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2925,11350,0.19062035960864998,0.6503496503496506,0.625,2.60768096208106,0.270367791539607,1.43508452528932,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2926,11352,0.113328685307003,0.6398601398601398,0.29166666666666696,1.575292704278665,0.163903458223266,1.41585316336144,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2927,11355,0.22314355131421,0.6923076923076923,0.4583333333333339,2.6191601707417598,0.227174003613637,1.45395300959371,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2928,11358,0.262364264467491,0.7062937062937065,0.4583333333333339,2.62868788561898,0.297414007283219,1.47017584510059,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2929,11360,0.0582689081239758,0.6748251748251748,0.375,2.54950975679639,0.08003154914298599,1.4036429994545,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2930,11363,0.0295588022415444,0.6468531468531469,0.625,2.53377189186399,0.042165960665753996,1.3787660946991,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2931,11367,0.0,0.5804195804195806,0.7083333333333339,2.53574446662119,0.042165960665753996,1.34807314829969,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2932,11371,-0.916290731874155,0.660839160839161,0.791666666666667,2.1656407827707698,0.999237825311306,1.07158361628019,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2933,11381,-0.916290731874155,0.7027972027972031,0.625,1.69324701412025,0.999846521017603,1.08180517035173,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2934,11384,-1.07880966137193,0.6048951048951048,0.541666666666667,2.11896201004171,0.967101497441962,1.00063188030791,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2935,11395,-2.320430770629657,0.6993006993006994,0.4583333333333339,2.0591260281974,0.816730662682137,0.9858167945227649,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2936,11402,0.0392207131532813,0.6293706293706294,0.541666666666667,2.55734237050888,0.0970580211797746,1.38879124131848,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2937,11404,0.0,0.7097902097902098,0.125,2.53377189186399,0.007517875500913109,1.3987168811184498,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2939,11407,-2.320430770629657,0.6713286713286715,0.625,2.5219040425837003,0.0159959410793388,1.3787660946991,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2940,11408,0.00995033085316809,0.7132867132867136,0.4583333333333339,2.50998007960223,0.0113660532509012,1.39128190263093,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2941,11413,-0.4510924879113657,0.688811188811189,0.541666666666667,2.48394846967484,0.0203623035320583,1.35066718347674,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2942,11416,0.405465108108164,0.8041958041958044,0.48093956043677455,2.66458251889485,0.40205402453011496,1.53471436623816,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2943,11428,0.00995033085316809,0.7027972027972031,0.7083333333333339,2.52388589282479,0.00322443768186775,1.38879124131848,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2944,11432,0.131028262406404,0.618881118881119,0.541666666666667,2.6,0.26153131254832895,1.41585316336144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2945,11434,0.10436001532424301,0.6923076923076923,0.29166666666666696,2.57293606605372,0.0970580211797746,1.42310833424261,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2946,11437,0.0,0.6083916083916086,1.0,2.50998007960223,0.0113660532509012,1.3428648031925499,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2947,11438,0.0,0.660839160839161,1.0,2.5119713374160897,0.0058889008710976,1.3660916538023702,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2948,11443,-0.32850406697203605,0.6223776223776223,0.375,2.41039415863879,0.19169644276292802,1.26412672714568,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2949,11446,0.00995033085316809,0.6468531468531469,0.625,2.54558441227157,0.0214001321533567,1.3787660946991,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2950,11450,0.00995033085316809,0.6398601398601398,0.20833333333333393,2.55342906696074,-0.43926880325882794,1.38379123090177,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2951,11452,-0.4510924879113657,0.6853146853146856,0.7083333333333339,2.5219040425837003,4.6439319348663704e-05,1.37624402526639,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2952,11456,0.2390169004705,0.6643356643356644,0.4583333333333339,1.575292704278665,0.35359375008207594,1.45861502269952,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2953,11462,0.10436001532424301,0.6643356643356644,0.375,2.5709920264364903,0.128625413648165,1.41342302850814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2954,11463,-1.65962330810272,0.6398601398601398,0.7083333333333339,2.55147016443461,0.0596905158563365,1.38629436111989,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2957,11493,0.0392207131532813,0.625874125874126,0.625,2.5632011235952596,0.0596905158563365,1.38379123090177,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2958,11500,0.0198026272961797,0.660839160839161,0.541666666666667,2.53574446662119,0.042165960665753996,1.38629436111989,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2959,11508,0.00995033085316809,0.6818181818181819,0.375,2.5298221281347,0.0058889008710976,1.38379123090177,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2960,11509,0.00995033085316809,0.7366397801519644,0.541666666666667,2.54950975679639,0.0645165100177797,1.3711807233098399,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2961,11512,0.00995033085316809,0.7366397801519644,0.48093956043677455,2.5139610179953102,0.0058889008710976,1.38879124131848,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2962,11513,0.0295588022415444,0.6818181818181819,0.29166666666666696,2.53179778023443,0.0382384395679674,1.3937663759585903,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2963,11518,-0.0943106794712413,0.6433566433566436,0.4583333333333339,2.49599679486974,1.01461475133681e-05,1.34547236659964,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2964,11529,0.22314355131421,0.618881118881119,0.541666666666667,2.6532998322843198,0.42173965099686694,1.44926916028128,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2966,11537,-2.320430770629657,0.6678321678321681,0.4583333333333339,2.52784493195291,0.0275699809200697,1.38379123090177,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2967,11538,0.00995033085316809,0.660839160839161,0.4583333333333339,2.53377189186399,0.0382384395679674,1.38379123090177,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2968,11542,0.19062035960864998,0.7377622377622377,0.791666666666667,2.58843582110896,0.13539493734069,1.45395300959371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2969,11546,-0.15082288973458402,0.7447552447552448,0.125,2.45356882927706,0.026393906387769,1.35840915763035,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2970,11552,0.12221763272424901,0.6748251748251748,0.375,2.5942243542145698,0.11553464921519699,1.42551507427317,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2971,11553,0.157003748809665,0.6993006993006994,0.20833333333333393,2.59036676939772,0.13539493734069,1.43746264769429,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2972,11557,0.0676586484738149,0.6958041958041961,0.625,2.5592967784139504,0.0309389898538446,1.40854497005471,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2973,11558,0.0676586484738149,0.7366397801519644,0.625,2.5768197453450297,-0.9663187084165941,1.3987168811184498,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2974,11563,0.00995033085316809,0.758741258741259,0.375,2.51793566240283,0.00017384225077658402,1.4060969884160701,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2975,11567,0.113328685307003,0.5804195804195806,0.08583447699909286,2.61151297144012,0.21884900690666,1.3987168811184498,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2976,11569,0.0295588022415444,0.7366397801519644,0.4583333333333339,2.55734237050888,0.0462766092749019,1.3787660946991,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2977,11571,-0.4510924879113657,0.6678321678321681,0.4583333333333339,2.56904651573303,0.122004434838586,1.41342302850814,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2978,11574,0.13976194237515902,0.653846153846154,0.625,2.58456959666402,0.186706202859276,1.4206957878372197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2979,11579,0.18232155679395498,0.6783216783216786,0.791666666666667,2.60959767013998,0.227174003613637,1.4445632692438701,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2980,11580,-0.10536051565782599,0.6153846153846156,0.625,2.49599679486974,1.01461475133681e-05,1.33236601909433,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2981,11581,0.18232155679395498,0.7692307692307694,0.625,1.575292704278665,0.08003154914298599,1.44691898293633,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2982,11582,0.22314355131421,0.6293706293706294,0.7083333333333339,2.6419689627245804,0.363184091724916,1.4445632692438701,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2983,11583,0.18232155679395498,0.6573426573426573,0.29166666666666696,2.60959767013998,0.21063646684829102,1.4327007339340498,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2984,11585,0.18232155679395498,0.6748251748251748,0.4583333333333339,2.6134268690743996,0.202539668345054,1.44220199305819,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2985,11590,0.19062035960864998,0.7517482517482519,0.375,2.58843582110896,0.13539493734069,1.4609379041156598,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2986,11592,0.10436001532424301,0.6398601398601398,0.7083333333333339,2.55734237050888,0.0970580211797746,1.3937663759585903,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2987,11593,0.10436001532424301,0.590909090909091,0.4583333333333339,2.5922962793631403,0.19456185000839396,1.3937663759585903,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2988,11595,-0.4510924879113657,0.6398601398601398,0.541666666666667,2.57875939164553,0.109218644605987,1.4036429994545,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2989,11598,0.14842000511827302,0.6818181818181819,0.7083333333333339,2.5768197453450297,0.163903458223266,1.42791603581071,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2990,11602,0.0769610411361284,0.5734265734265735,0.7083333333333339,2.58843582110896,0.11553464921519699,1.37624402526639,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2992,11607,-0.4510924879113657,0.6818181818181819,0.4583333333333339,2.6153393661243998,0.325189313833992,1.45628673293993,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2993,11612,0.0198026272961797,0.7482517482517486,0.625,2.4979991993593598,0.0058889008710976,1.4011829736136399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2994,11616,0.0769610411361284,0.6433566433566436,0.4583333333333339,2.56904651573303,0.13539493734069,1.4036429994545,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2995,11621,0.0295588022415444,0.6083916083916086,0.7083333333333339,2.53179778023443,0.0596905158563365,1.3635373739972703,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
